Word	increment	TP	FP	FN	Precision	Recall	Permperc	groupkeyperc
android.permission.READ_SMS
custom message	6.3513103152	305.196423591	1046.83066746	693	0.225732476524	0.305747863224	0.0321294559099	0.039634940521
voice message	6.1437426471	328.5295486	1171.71850087	666	0.218983486576	0.33033663913	0.0321294559099	0.0439800671161
message board	5.97503758085	335.155961858	1229.68418674	663	0.214179040689	0.335775144031	0.0321294559099	0.0458735972267
message notification	5.73140834681	347.123307048	1324.39727353	661	0.207669179238	0.344326239282	0.0321294559099	0.0490009551062
instant message	5.70802610632	287.576959097	1109.57434719	709	0.205830934562	0.288564727964	0.0321294559099	0.0409577657799
instant messaging	5.70802610632	287.576959097	1109.57434719	709	0.205830934562	0.288564727964	0.0321294559099	0.0409577657799
secure message	5.67898185636	350.160966286	1345.21884525	663	0.206538360256	0.34561237349	0.0321294559099	0.0497003931618
love message	5.65084439816	361.449638394	1388.38671079	661	0.206561967102	0.353513390607	0.0321294559099	0.0512967972908
push message	5.65054170655	361.494741684	1388.60280404	661	0.206556910253	0.353541907794	0.0321294559099	0.0513044543187
send message	5.61616429375	372.089639195	1429.75370874	661	0.206504988139	0.360171687991	0.0321294559099	0.0528213927045
text message	5.59907711078	390.595846898	1489.56881565	661	0.207745552652	0.371431522909	0.0321294559099	0.0551173974716
message text	5.59907711078	390.595846898	1489.56881565	661	0.207745552652	0.371431522909	0.0321294559099	0.0551173974716
text messaging	5.59907711078	390.595846898	1489.56881565	661	0.207745552652	0.371431522909	0.0321294559099	0.0551173974716
private message	5.59295396712	368.331691883	1424.72128494	661	0.205421533354	0.357835763522	0.0321294559099	0.0525637012435
photo message	5.57059558809	380.195991508	1469.27914018	658	0.205569669467	0.366208302303	0.0321294559099	0.0542177278285
message ringtone	5.55998793644	353.535969436	1388.10512842	661	0.202990139513	0.348470611281	0.0321294559099	0.0510565518837
unread message	5.55996324755	388.281977696	1497.38644929	657	0.205912116966	0.371461467796	0.0321294559099	0.0552787414102
free message	5.53855513115	387.304458059	1500.62860293	657	0.20514734662	0.370873125237	0.0321294559099	0.0553451296022
read message	5.53392273894	384.554245423	1493.69293031	657	0.204741021518	0.369211922579	0.0321294559099	0.0550611859678
message tone	5.4664981625	269.586755805	1096.092535	716	0.197401218295	0.273529198944	0.0321294559099	0.0400351574462
facebook message	5.46297813351	399.576209841	1563.42643447	653	0.203553576965	0.37961736747	0.0321294559099	0.0575458092259
incoming message	5.42856323106	67.2490380177	260.542362235	1014	0.205158030278	0.0621956974325	0.0321294559099	0.0096092694727
chat message	5.22030863294	281.103601719	1199.57889006	704	0.189847319246	0.285354353825	0.0321294559099	0.0434064989383
personal message	5.15353440369	413.110735451	1707.12742456	651	0.194841666018	0.388221565377	0.0321294559099	0.0621551993436
important message	5.14385957215	417.754789993	1725.11239252	651	0.19495132195	0.390879922976	0.0321294559099	0.0628185735961
call message	5.10367933495	433.426288847	1788.43484252	651	0.195073527652	0.399682572531	0.0321294559099	0.0651342967684
message call	5.10367933495	433.426288847	1788.43484252	651	0.195073527652	0.399682572531	0.0321294559099	0.0651342967684
handcent message	5.09794348487	435.206047383	1796.05936907	651	0.195048981701	0.400666198123	0.0321294559099	0.0654099852383
new message	5.09794348487	435.206047383	1796.05936907	651	0.195048981701	0.400666198123	0.0321294559099	0.0654099852383
message etc	5.09794348487	435.206047383	1796.05936907	651	0.195048981701	0.400666198123	0.0321294559099	0.0654099852383
message	5.09794348487	435.206047383	1796.05936907	651	0.195048981701	0.400666198123	0.0321294559099	0.0654099852383
go message	5.09794348487	435.206047383	1796.05936907	651	0.195048981701	0.400666198123	0.0321294559099	0.0654099852383
whatsapp message	5.09794348487	435.206047383	1796.05936907	651	0.195048981701	0.400666198123	0.0321294559099	0.0654099852383
messaging	5.09794348487	435.206047383	1796.05936907	651	0.195048981701	0.400666198123	0.0321294559099	0.0654099852383
message mms	5.09794348487	435.206047383	1796.05936907	651	0.195048981701	0.400666198123	0.0321294559099	0.0654099852383
message alert	4.50748323155	280.563668874	1384.14410376	710	0.168536288161	0.283236381153	0.0321294559099	0.0488012362991
fun puzzle	3.87215152933	51.2130995027	278.313237138	1029	0.155414283498	0.0474101818671	0.0321294559099	0.00966012947469
contact photo	3.84602299135	189.339186896	1056.44888402	854	0.151983464376	0.181474240854	0.0321294559099	0.0365205227168
read contact	3.7806772092	188.387424719	1067.47046886	856	0.150006959929	0.180380786153	0.0321294559099	0.0368157215519
problem contact	3.75499635917	189.441665495	1079.06168091	857	0.149342661202	0.181034138588	0.0321294559099	0.0371864254926
emergency contact	3.75261531103	186.606599272	1065.75140204	856	0.149004197742	0.178980834576	0.0321294559099	0.0367131215207
backup	3.70119790149	36.3558936456	204.627398753	1057	0.150864789354	0.03325165562	0.0321294559099	0.00706447268991
contact detail	3.6627725702	214.680879753	1238.33850382	851	0.147748118284	0.201449499406	0.0321294559099	0.0425955494714
contact page	3.65409665414	193.061381655	1126.10802167	856	0.146350712174	0.184032493266	0.0321294559099	0.0386717109324
specific contact	3.65287827518	197.440740772	1149.28816329	856	0.146607635862	0.187424629721	0.0321294559099	0.0394796231258
