Word	increment	TP	FP	FN	Precision	Recall	Permperc	groupkeyperc
android.permission.READ_CONTACTS
contact form	2.79849697258	900.837514516	892.754340854	4059	0.502253348118	0.181626416567	0.133006492646	0.0475312536205
specific contact	2.79578239592	734.218347964	743.456969853	4125	0.496873933747	0.151098035813	0.133006492646	0.0391592770059
new contact	2.79077669115	925.997694811	916.812784574	4059	0.502492093012	0.185756895289	0.133006492646	0.0488355765042
go contact	2.79077669115	925.997694811	916.812784574	4059	0.502492093012	0.185756895289	0.133006492646	0.0488355765042
contact name	2.79077669115	925.997694811	916.812784574	4059	0.502492093012	0.185756895289	0.133006492646	0.0488355765042
contact	2.79077669115	925.997694811	916.812784574	4059	0.502492093012	0.185756895289	0.133006492646	0.0488355765042
contact page	2.78324995179	715.657314283	732.119331714	4125	0.494314724762	0.147843003092	0.133006492646	0.0383669443752
contact list	2.7633959522	838.062189379	847.916995929	4111	0.497077423424	0.16933757494	0.133006492646	0.0446794536984
contact detail	2.75972098103	788.291433128	807.021013702	4111	0.494129808048	0.160899069567	0.133006492646	0.0422767310675
read contact	2.74913186214	675.186241658	704.452428203	4156	0.489393532095	0.139755788306	0.133006492646	0.0365612473794
contact number	2.74695021012	843.153533021	859.647492999	4111	0.495156815234	0.170191240017	0.133006492646	0.0451252425075
contact developer	2.74414121847	829.851362098	849.570646045	4111	0.494129145667	0.167957159866	0.133006492646	0.0445056845937
contact photo	2.74259716581	668.397395464	700.683533875	4156	0.488208827645	0.138545260822	0.133006492646	0.0362814609603
emergency contact	2.73820000954	671.404547101	705.314495613	4154	0.487684506621	0.139139535462	0.133006492646	0.0364838755191
problem contact	2.72726834029	678.471553411	714.994533393	4160	0.486894916091	0.140224355134	0.133006492646	0.0369276821732
contact information	2.72087527738	784.980791285	820.746616442	4111	0.488863045812	0.160331673009	0.133006492646	0.0425527337413
contact ringtones	2.67761311682	723.19753006	793.718240651	4039	0.476755231914	0.151862144629	0.133006492646	0.0401991724052
contact ringtone	2.67761311682	723.19753006	793.718240651	4039	0.476755231914	0.151862144629	0.133006492646	0.0401991724052
free ringtone	2.62030069167	330.873149707	359.638047571	4639	0.47917130238	0.0665757736144	0.133006492646	0.0182989584544
free ringtones	2.62030069167	330.873149707	359.638047571	4639	0.47917130238	0.0665757736144	0.133006492646	0.0182989584544
alarm	2.60101224276	315.472421447	343.948568615	4692	0.478408219031	0.0630003312841	0.133006492646	0.0174750494253
next alarm	2.60101224276	315.472421447	343.948568615	4692	0.478408219031	0.0630003312841	0.133006492646	0.0174750494253
alarm setting	2.59859913664	304.486258068	333.095219288	4692	0.477564466475	0.0609400771544	0.133006492646	0.0168962893164
popular ringtones	2.49805395807	354.944604904	410.003718433	4637	0.464011220204	0.0711034742965	0.133006492646	0.0202715866791
popular ringtone	2.49805395807	354.944604904	410.003718433	4637	0.464011220204	0.0711034742965	0.133006492646	0.0202715866791
late ringtones	2.47920083696	347.925650433	406.486737208	4637	0.461187615862	0.0697955546042	0.133006492646	0.019992378101
iphone rington	2.41690277602	376.994722598	453.027346268	4636	0.454198432474	0.0752034948089	0.133006492646	0.0219960797367
ringtone	2.41690277602	376.994722598	453.027346268	4636	0.454198432474	0.0752034948089	0.133006492646	0.0219960797367
ringtones	2.41690277602	376.994722598	453.027346268	4636	0.454198432474	0.0752034948089	0.133006492646	0.0219960797367
different ringtones	2.41690277602	376.994722598	453.027346268	4636	0.454198432474	0.0752034948089	0.133006492646	0.0219960797367
best ringtones	2.41690277602	376.994722598	453.027346268	4636	0.454198432474	0.0752034948089	0.133006492646	0.0219960797367
message tone	2.37362996357	655.474332601	838.54924527	4138	0.438730915837	0.136743056731	0.133006492646	0.0395925156452
message ringtone	2.27522764938	816.192093923	1088.83494733	4036	0.428441211725	0.168211001981	0.133006492646	0.0504843524912
message notification	2.23660237676	769.395546963	1056.15451759	4037	0.421459570956	0.160077450856	0.133006492646	0.0483781652193
secure message	2.21503365258	776.473238871	1075.99306988	4042	0.419156470055	0.161145076537	0.133006492646	0.0490914617398
push message	2.21096695174	801.975581069	1110.03260685	4036	0.419441499329	0.165766769102	0.133006492646	0.0506693570404
love message	2.20989227773	801.440130507	1110.03312597	4036	0.419278756734	0.165674428806	0.133006492646	0.0506551810382
send message	2.20819522919	827.192833078	1142.27119205	4033	0.420009110359	0.170197533614	0.133006492646	0.0521919709852
text message	2.19985377472	863.819690286	1191.30715414	4030	0.420324269827	0.176512365586	0.133006492646	0.0544620867743
message text	2.19985377472	863.819690286	1191.30715414	4030	0.420324269827	0.176512365586	0.133006492646	0.0544620867743
text messaging	2.19985377472	863.819690286	1191.30715414	4030	0.420324269827	0.176512365586	0.133006492646	0.0544620867743
photo message	2.19468907943	845.806337999	1174.34766137	4025	0.41868408956	0.173648114769	0.133006492646	0.0535352855273
private message	2.19083941455	818.79613813	1142.91988502	4033	0.41738769958	0.16876144727	0.133006492646	0.0519866443129
free message	2.1861804466	862.595275629	1200.52663609	4021	0.418101940912	0.176631196269	0.133006492646	0.0546739608248
unread message	2.18450068565	861.310980906	1200.08964553	4021	0.41782803879	0.17641460863	0.133006492646	0.0546283457384
read message	2.18047980233	856.576050728	1197.05302064	4021	0.417103586363	0.175615109189	0.133006492646	0.0544223948952
facebook message	2.16800965992	893.023004068	1251.18146541	4009	0.416482204371	0.182174380521	0.133006492646	0.0568226969518
personal message	2.15829649964	964.047162855	1356.18382262	3945	0.415496202271	0.196381727629	0.133006492646	0.0614875045839
important message	2.15501420668	974.50582312	1370.89016373	3945	0.415497352508	0.198090185917	0.133006492646	0.0621543921254
custom message	2.14595713965	600.523034849	862.445908152	4226	0.410482421873	0.124421458369	0.133006492646	0.0387695493044
call message	2.14517001249	1010.73240659	1420.67097312	3945	0.415699186332	0.203952175717	0.133006492646	0.0644336393194
message call	2.14517001249	1010.73240659	1420.67097312	3945	0.415699186332	0.203952175717	0.133006492646	0.0644336393194
handcent message	2.14344705855	1014.87716831	1426.82614652	3945	0.41564311362	0.204617399559	0.133006492646	0.0647065937413
message etc	2.14344705855	1014.87716831	1426.82614652	3945	0.41564311362	0.204617399559	0.133006492646	0.0647065937413
go message	2.14344705855	1014.87716831	1426.82614652	3945	0.41564311362	0.204617399559	0.133006492646	0.0647065937413
new message	2.14344705855	1014.87716831	1426.82614652	3945	0.41564311362	0.204617399559	0.133006492646	0.0647065937413
whatsapp message	2.14344705855	1014.87716831	1426.82614652	3945	0.41564311362	0.204617399559	0.133006492646	0.0647065937413
messaging	2.14344705855	1014.87716831	1426.82614652	3945	0.41564311362	0.204617399559	0.133006492646	0.0647065937413
message mms	2.14344705855	1014.87716831	1426.82614652	3945	0.41564311362	0.204617399559	0.133006492646	0.0647065937413
message	2.14344705855	1014.87716831	1426.82614652	3945	0.41564311362	0.204617399559	0.133006492646	0.0647065937413
voice message	2.12929754658	665.296041188	965.758152014	4151	0.407893277833	0.138134374527	0.133006492646	0.0432239086578
message board	2.08023054842	685.100095874	1021.11699305	4132	0.401531610674	0.142222516086	0.133006492646	0.0452157702112
instant message	1.96666115732	585.261813518	927.917687243	4233	0.386776197552	0.121467416294	0.133006492646	0.0401001590237
instant messaging	1.96666115732	585.261813518	927.917687243	4233	0.386776197552	0.121467416294	0.133006492646	0.0401001590237
r feed	1.92244358574	232.229314083	365.738101251	4778	0.388364496339	0.0463510349577	0.133006492646	0.0158464930525
feed	1.92244358574	232.229314083	365.738101251	4778	0.388364496339	0.0463510349577	0.133006492646	0.0158464930525
feeding	1.92244358574	232.229314083	365.738101251	4778	0.388364496339	0.0463510349577	0.133006492646	0.0158464930525
news feed	1.92244358574	232.229314083	365.738101251	4778	0.388364496339	0.0463510349577	0.133006492646	0.0158464930525
live feed	1.91610127261	225.094379317	356.174857785	4778	0.387246330873	0.0449910319997	0.133006492646	0.0154039813728
incoming message	1.86327773831	137.347492576	224.512194391	4848	0.379560082327	0.0275502345183	0.133006492646	0.00958949746832
entire feed	1.84406612152	200.156139009	329.907898212	4801	0.377607468068	0.0400219736088	0.133006492646	0.0140470130441
chat message	1.81807366912	589.793584887	1019.86210362	4201	0.366409778872	0.12310978848	0.133006492646	0.0426568355243
message alert	1.8126931396	662.721896686	1152.86016888	4109	0.36501897064	0.138885272662	0.133006492646	0.0481140073027
valuable feed	1.79631023812	169.112191185	287.798407529	4801	0.37012096384	0.0340258297357	0.133006492646	0.012108403305
twitter feed	1.79571103109	195.210830616	330.957410439	4801	0.371004586336	0.0390717760387	0.133006492646	0.0139437721228
alarm volume	1.70357376699	225.107270765	406.02274492	4712	0.356673371842	0.0455949726064	0.133006492646	0.0167253217354
single day	1.59415683126	125.02028024	237.351012848	4893	0.345006027311	0.0249142636453	0.133006492646	0.00960305533557
single	1.59415683126	125.02028024	237.351012848	4893	0.345006027311	0.0249142636453	0.133006492646	0.00960305533557
new single	1.59415683126	125.02028024	237.351012848	4893	0.345006027311	0.0249142636453	0.133006492646	0.00960305533557
unique style	1.57989496885	75.043533541	144.108162149	4923	0.342427346066	0.0150145818133	0.133006492646	0.00580765060793
local single	1.48730006259	106.413584642	215.873698735	4893	0.330182387363	0.0212852133236	0.133006492646	0.00854080517761
unique set	1.44855889543	84.5981640708	175.460145847	4923	0.32530459841	0.0168939601979	0.133006492646	0.00689170027608
unique combination	1.43461906264	72.2466185728	151.322179355	4926	0.323151617052	0.0144543925272	0.133006492646	0.00592470645099
unique	1.43372158546	96.0666579318	200.796190833	4920	0.323606198389	0.0191517905329	0.133006492646	0.00786704250072
unique look	1.43372158546	96.0666579318	200.796190833	4920	0.323606198389	0.0191517905329	0.133006492646	0.00786704250072
unique way	1.43372158546	96.0666579318	200.796190833	4920	0.323606198389	0.0191517905329	0.133006492646	0.00786704250072
uniqueness	1.43372158546	96.0666579318	200.796190833	4920	0.323606198389	0.0191517905329	0.133006492646	0.00786704250072
holiday uniquely	1.43372158546	96.0666579318	200.796190833	4920	0.323606198389	0.0191517905329	0.133006492646	0.00786704250072
unique feature	1.42052013353	84.6753387545	178.633386496	4923	0.321581970647	0.0169091111197	0.133006492646	0.0069778382205
unique part	1.41437705995	93.6864962355	198.210027877	4920	0.320957902875	0.0186861496637	0.133006492646	0.0077354319362
boost mobile	1.39892088732	133.681637306	286.847657855	4848	0.317889000468	0.0268346407979	0.133006492646	0.011144277068
mobile tracker	1.29396807519	124.511100066	284.974470585	4860	0.304067124681	0.0249796013223	0.133006492646	0.0108516117835
mobile game	1.2180399518	137.92439651	331.36872879	4843	0.293898182339	0.0276905219855	0.133006492646	0.0124365476428
address	1.21028745356	130.118877564	312.968433892	4878	0.293664192586	0.0259815872476	0.133006492646	0.0117420779503
secure	1.19415471357	123.441872924	299.64844004	4893	0.2917624657	0.0246074560518	0.133006492646	0.0112121455668
security	1.19415471357	123.441872924	299.64844004	4893	0.2917624657	0.0246074560518	0.133006492646	0.0112121455668
voice recording	1.19112472577	171.242723555	417.794044111	4823	0.290716527313	0.0342880258398	0.133006492646	0.0156098255642
voice recorder	1.19112472577	171.242723555	417.794044111	4823	0.290716527313	0.0342880258398	0.133006492646	0.0156098255642
mobile coupon	1.18560801254	131.471020159	322.522489823	4849	0.289587884559	0.0263973065252	0.133006492646	0.0120310987142
voice command	1.18488838113	157.501767388	387.423198586	4807	0.289033861949	0.0317255939805	0.133006492646	0.0144408365171
voice note	1.16872584765	189.880724492	469.379944481	4814	0.288020707784	0.0379466927664	0.133006492646	0.0174708008208
voice recognition	1.16605042222	154.826616422	384.787041248	4823	0.286921233778	0.0311032561704	0.133006492646	0.0143000836801
voice call	1.1645763938	199.702231723	494.308719845	4814	0.287750836312	0.0398312908293	0.133006492646	0.0183917040299
voice	1.16263154844	200.692411338	497.318022826	4814	0.287520646562	0.0400208816166	0.133006492646	0.0184976927034
attractive single	1.14877018611	88.9523878055	223.467438173	4892	0.284720688026	0.0178585099555	0.133006492646	0.00827931167294
backup	1.11636047064	75.0458292248	191.714733592	4938	0.281322802863	0.0149701063548	0.133006492646	0.0070693139742
mobile deposit	1.09860771004	105.700133423	274.499848531	4873	0.27801193698	0.0212304679114	0.133006492646	0.0100755262211
unlimited access	1.08151796732	63.9890923109	167.346604384	4946	0.276607083235	0.012772301722	0.133006492646	0.00613053389942
mobile screen	1.07466374998	124.531205682	328.445722232	4857	0.274917325824	0.0249985798624	0.133006492646	0.0120041586833
mobile banking	1.05324689471	144.079720249	385.494262628	4837	0.272067218004	0.0289253993794	0.133006492646	0.0140340263118
guitar keyboard	1.04736416923	82.2692920165	220.347569637	4920	0.271859577047	0.0164463940691	0.133006492646	0.00801952727318
hot ringtones	1.04607193457	42.837513535	114.69983583	4968	0.271919730195	0.00854897278535	0.133006492646	0.00417483369194
push alert	1.03488270884	165.524169274	447.90700964	4823	0.269833316211	0.033180989739	0.133006492646	0.0162562920078
mobile data	1.03316313512	434.37205034	1200.79383007	4404	0.265644027646	0.0897764880049	0.133006492646	0.0433328708204
quick note	1.03050272753	55.2144721274	149.348370016	4958	0.269914474931	0.0110137861515	0.133006492646	0.00542103729013
unlimited undo	1.02976562307	53.358333559	144.593605975	4950	0.269551961374	0.0106645037196	0.133006492646	0.00524584442914
unlimited imagination	1.02623778022	54.9354129312	149.271310482	4946	0.269018629813	0.0109850274789	0.133006492646	0.00541159993146
data rate	1.02619652419	476.49751012	1311.24101502	4431	0.266536466838	0.0970958231028	0.133006492646	0.0473761368792
data analysis	1.0209569177	472.535831666	1305.62804421	4431	0.26574369105	0.0963663462219	0.133006492646	0.0471224029647
ringtone notification	1.01797820223	471.668251701	1314.57424786	4382	0.26405611322	0.0971776864923	0.133006492646	0.0473364913094
notification ringtones	1.01797820223	471.668251701	1314.57424786	4382	0.26405611322	0.0971776864923	0.133006492646	0.0473364913094
ringtones notification	1.01797820223	471.668251701	1314.57424786	4382	0.26405611322	0.0971776864923	0.133006492646	0.0473364913094
backup data	1.01432125918	428.48601552	1195.76316136	4434	0.263805591912	0.0881207707647	0.133006492646	0.0430435716677
data backup	1.01432125918	428.48601552	1195.76316136	4434	0.263805591912	0.0881207707647	0.133006492646	0.0430435716677
unlimited amount	1.0081684629	61.0542961705	167.800370586	4946	0.266781958331	0.0121936557024	0.133006492646	0.00606478512671
mobile network	1.00736161389	326.30855573	910.913592778	4569	0.263742898657	0.0666574031065	0.133006492646	0.0327871246458
quick view	1.00658726412	51.4729190321	141.572678085	4958	0.266636068374	0.0102751167367	0.133006492646	0.00511582342963
call text	1.00559125867	310.541480371	854.461198086	4701	0.266558597773	0.0619652619035	0.133006492646	0.0308732656276
data transfer	1.00523973507	496.085864475	1382.44570866	4423	0.264081728287	0.10084919803	0.133006492646	0.0497822067876
contact data	1.00436147009	506.739591279	1410.95868099	4423	0.264243650112	0.102792364971	0.133006492646	0.0508201476685
usage data	1.00407394817	471.679787552	1318.36227678	4431	0.263502069002	0.0962085651096	0.133006492646	0.0474371820414
data usage	1.00407394817	471.679787552	1318.36227678	4431	0.263502069002	0.0962085651096	0.133006492646	0.0474371820414
text	1.00278636149	314.07082518	865.407845672	4701	0.266279359637	0.0626254017398	0.133006492646	0.0312568880576
texting	1.00278636149	314.07082518	865.407845672	4701	0.266279359637	0.0626254017398	0.133006492646	0.0312568880576
news alert	1.00192800002	198.759804619	547.868031209	4818	0.266210011309	0.0396191590509	0.133006492646	0.0197860828363
alert	1.00192800002	198.759804619	547.868031209	4818	0.266210011309	0.0396191590509	0.133006492646	0.0197860828363
type notification	1.00035546708	416.208455017	1158.53857524	4536	0.264301787538	0.0840450192672	0.133006492646	0.0417317352658
sensitive data	0.99868735407	425.964716606	1198.40530521	4455	0.262233795801	0.0872705994282	0.133006492646	0.0430467741306
cellular data	0.998627434605	402.298880433	1133.32542351	4469	0.261977411663	0.0825855465468	0.133006492646	0.0406949596911
unlimited level	0.993379894593	60.0772795524	166.80787452	4946	0.264791584968	0.0120008693829	0.133006492646	0.00601259186623
sensor data	0.993047147524	340.558446069	963.638835916	4526	0.261124946949	0.0699793190287	0.133006492646	0.0345620056177
weather data	0.992866497916	448.914631365	1266.79952894	4439	0.261648846731	0.0918417495437	0.133006492646	0.0454674482657
private data	0.989016976822	514.220443417	1445.35087041	4423	0.262414763774	0.104151809568	0.133006492646	0.0519298082372
critical alert	0.986279065959	182.393352798	509.278568558	4818	0.2636992296	0.0364758009879	0.133006492646	0.0183297183346
real-time data	0.985132872554	524.110343881	1476.48520333	4416	0.261977162056	0.106092841535	0.133006492646	0.053016974883
data charge	0.981958476098	502.746275516	1422.10009368	4423	0.261187741298	0.102064996326	0.133006492646	0.0510095764991
event calendar	0.980734941047	123.770579174	346.560607576	4884	0.263156224084	0.0247157047668	0.133006492646	0.0124640568902
calendar event	0.980734941047	123.770579174	346.560607576	4884	0.263156224084	0.0247157047668	0.133006492646	0.0124640568902
real-time alert	0.979917330454	170.281549315	477.992904593	4823	0.262668917907	0.0341021325621	0.133006492646	0.0171796595709
internet data	0.976621343777	509.448269867	1445.22374164	4422	0.260631076144	0.103306015188	0.133006492646	0.0517999738042
data plan	0.973269458259	551.045344737	1560.00567417	4413	0.261028909203	0.111007314895	0.133006492646	0.0559441107435
data collection	0.971136371927	540.200717809	1533.76873857	4413	0.260467055648	0.109060938287	0.133006492646	0.0549614272263
personal data	0.969732253314	568.931147322	1610.68629457	4413	0.261023396302	0.11419891815	0.133006492646	0.0577611618363
location data	0.967799587355	555.686210185	1578.07997249	4413	0.260425071264	0.111837654196	0.133006492646	0.0565460761277
data connection	0.961962971705	545.34659954	1557.09727477	4413	0.259386995393	0.109985574544	0.133006492646	0.0557160162796
important data	0.960074975049	575.184703791	1638.97184734	4408	0.259775987157	0.115425122282	0.133006492646	0.0586764688255
calendar view	0.958903298163	123.979223835	352.385511217	4884	0.260261129156	0.0247563374953	0.133006492646	0.0126239495177
calendar	0.958462226582	130.331745597	370.237417739	4884	0.26036710837	0.0259918474105	0.133006492646	0.0132653812995
notification alert	0.951217443523	160.158766201	459.167912465	4823	0.258601432358	0.0321400087204	0.133006492646	0.0164125262665
alert notification	0.951217443523	160.158766201	459.167912465	4823	0.258601432358	0.0321400087204	0.133006492646	0.0164125262665
original sound	0.942238958919	277.042987367	798.700372621	4711	0.257536321089	0.055541419364	0.133006492646	0.0285078404661
sound play	0.941615580299	281.226471219	810.658062845	4711	0.257560632507	0.0563328752892	0.133006492646	0.0289355912035
different sound	0.941615580299	281.226471219	810.658062845	4711	0.257560632507	0.0563328752892	0.133006492646	0.0289355912035
new sound	0.941615580299	281.226471219	810.658062845	4711	0.257560632507	0.0563328752892	0.133006492646	0.0289355912035
sound	0.941615580299	281.226471219	810.658062845	4711	0.257560632507	0.0563328752892	0.133006492646	0.0289355912035
device calendar	0.941477499517	95.1021395901	274.207109381	4896	0.257513560397	0.0190543364833	0.133006492646	0.00978691530332
real-time notification	0.939960077921	388.592214712	1131.57271225	4536	0.255625036351	0.0789085060792	0.133006492646	0.0402852769831
live data	0.937331673837	582.479950768	1685.33979274	4404	0.256845788752	0.116811850548	0.133006492646	0.0600985754209
expensive data	0.935306962183	598.219616552	1729.67469642	4404	0.25697885562	0.119590834151	0.133006492646	0.061690587332
much data	0.935306962183	598.219616552	1729.67469642	4404	0.25697885562	0.119590834151	0.133006492646	0.061690587332
gps data	0.935306962183	598.219616552	1729.67469642	4404	0.25697885562	0.119590834151	0.133006492646	0.061690587332
data	0.935306962183	598.219616552	1729.67469642	4404	0.25697885562	0.119590834151	0.133006492646	0.061690587332
gmail account	0.934450278538	248.699248891	728.696999101	4658	0.25445079148	0.0506856516522	0.133006492646	0.0259015833574
limit notification	0.93308762872	413.896703172	1206.96259941	4536	0.255356342475	0.0836172405188	0.133006492646	0.0429537379774
person	0.928950909676	260.060115316	757.602267646	4719	0.255546554211	0.0522307642995	0.133006492646	0.0269686599433
personal	0.928950909676	260.060115316	757.602267646	4719	0.255546554211	0.0522307642995	0.133006492646	0.0269686599433
personality	0.928950909676	260.060115316	757.602267646	4719	0.255546554211	0.0522307642995	0.133006492646	0.0269686599433
personal purpose	0.928950909676	260.060115316	757.602267646	4719	0.255546554211	0.0522307642995	0.133006492646	0.0269686599433
personalization	0.928950909676	260.060115316	757.602267646	4719	0.255546554211	0.0522307642995	0.133006492646	0.0269686599433
good place	0.927687642355	85.9375540622	249.775153377	4917	0.25598540704	0.0171774188931	0.133006492646	0.00889658692034
good work	0.924940093197	94.1946992319	273.996961521	4917	0.255830615607	0.0187968548191	0.133006492646	0.00975729854917
unlimited number	0.924741388592	67.8101087783	197.259633338	4944	0.255819876826	0.0135300634514	0.133006492646	0.00702450621746
bangla calendar	0.917615067293	102.250213453	299.47268484	4896	0.254529213762	0.0204572018379	0.133006492646	0.0106458963374
good life	0.910550011089	85.3898618198	251.193762265	4917	0.253695829831	0.0170698134649	0.133006492646	0.00891966673074
gregorian calendar	0.891731990221	107.183419839	319.473498301	4896	0.251216880079	0.021423044259	0.133006492646	0.0113066627306
good result	0.885808127209	84.5072971388	252.997426705	4917	0.250388486942	0.016896365859	0.133006492646	0.00894407642357
mobile platform	0.885149641333	130.500858944	392.48089538	4840	0.249532336196	0.0262550722045	0.133006492646	0.0138593283245
